credit_card,city,state,zipcode,credit_card_limit,total_transactions,total_amount,avg_amount,std_amount,max_amount,active_days,weekend_ratio,mean_hour,mean_long,mean_lat,avg_daily_transactions,cluster,pca_1,pca_2
3367848759678576,Akron,NY,14001,8000,398,13065.47,32.82781407035176,110.96802924425242,992.78,91,0.27889447236180903,17.150753768844222,-76.75364178068672,42.781872697030806,4.373626373626373,0,0.1295461453993614,-1.2033886890988177
6521271718368276,Madison,NH,3849,7000,123,15230.42,123.82455284552846,116.4624487940284,996.34,61,0.3983739837398374,17.03252032520325,-70.37904777225988,44.0994726268737,2.0163934426229506,0,-1.379248454438093,1.6549130334877635
3276369883343727,Pittsburgh,PA,15201,10000,631,36197.71,57.36562599049128,135.69896335667315,988.04,90,0.294770206022187,16.293185419968303,-77.94695833929293,40.224117207544936,7.011111111111111,1,2.127813729905046,-1.0600163169556935
2396988576748662,Newport,RI,2840,12000,399,31369.59,78.62052631578948,99.07047589186642,982.73,91,0.2556390977443609,16.338345864661655,-70.10913652249785,41.399043478746165,4.384615384615385,1,0.8592354000431063,-0.5547553948633115
4954103748307036,El Paso,IL,61738,4000,1,124.56,124.56,0.0,124.56,1,1.0,21.0,-89.0939112525237,40.7291103717437,1.0,2,-5.762882843569442,-0.48949339949755344
4803218554363943,Albany,VT,5820,4000,23,2740.4700000000003,119.1508695652174,172.76699721440497,890.46,22,0.4782608695652174,16.956521739130434,-63.484200727820955,45.29984721005803,1.0454545454545454,0,-2.9050545850175364,3.1974006237224626
5468123853913421,Madison,NH,3849,7000,228,10742.39,47.115745614035085,132.27438386957607,969.48,88,0.3157894736842105,16.81578947368421,-69.78713123586707,43.788331236045664,2.590909090909091,0,-0.7537952198321589,0.11155674182267561
6245684915925010,Dallas,PA,18612,3000,112,6402.03,57.160982142857144,80.40028298726386,849.35,58,0.32142857142857145,16.758928571428573,-71.8663457725516,40.82301517041994,1.9310344827586208,0,-2.4005663638583727,-0.3887077780619925
2743655125021019,Lafayette,NJ,7848,12000,394,31566.23,80.11733502538071,105.42044498395559,930.07,91,0.2563451776649746,16.431472081218274,-72.23248158910394,40.39347416126346,4.329670329670329,1,0.8083692809723295,-0.5432969145339369
9884182241594028,Washington,NH,3280,8000,141,15726.93,111.53851063829788,91.54077939785068,935.51,68,0.2624113475177305,17.21276595744681,-70.89692552298479,42.54448819651071,2.073529411764706,0,-1.2899491483883312,0.5648997946666824
3489836158322637,Washington,NH,3280,15000,555,36065.15,64.98225225225225,132.02488018368916,976.86,89,0.27387387387387385,16.783783783783782,-71.23104109118489,43.081211172915545,6.235955056179775,1,1.9673721998070506,-0.6992996512898809
2692109715166166,Houston,PA,15342,10000,371,20253.23,54.59091644204852,130.17013683646005,989.46,90,0.2668463611859838,16.997304582210244,-79.80597996462961,40.23166089297769,4.122222222222222,0,0.4425865006439439,-0.5518196550708241
3769271071419194,Washington,NH,3280,25000,525,54514.39,103.83693333333333,128.3479136343085,974.45,92,0.2704761904761905,16.84190476190476,-70.59557502075432,42.816988928470856,5.706521739130435,1,2.842781776479489,0.002965337815855098
4341436577635619,Kansas City,MO,64101,8000,179,21966.49,122.71782122905029,129.63900808451288,972.16,74,0.22346368715083798,16.195530726256983,-93.63630127021585,39.19637463625672,2.418918918918919,0,-0.4974434835272812,1.0044844296059148
2229356545413340,El Paso,IL,61738,4000,44,4804.65,109.1965909090909,51.885484278413514,248.82,39,0.3181818181818182,18.59090909090909,-89.03985232377612,40.72957141797706,1.1282051282051282,2,-3.916031310270858,-0.9058534295647663
9460261785948036,Washington,NH,3280,9000,81,11748.27,145.04037037037037,102.10051643410581,809.3,50,0.1728395061728395,17.049382716049383,-71.01623051236557,42.846886309976576,1.62,0,-1.8337112503207607,1.2641588671644695
4893545347026703,Washington,NH,3280,4000,148,8410.18,56.825540540540544,122.5990006577984,924.57,68,0.27702702702702703,16.68243243243243,-69.45975477339147,43.22602422988373,2.176470588235294,0,-1.6500202670824746,0.2927270877643431
9311226148341480,Springfield,MA,1101,12000,464,28683.69,61.818297413793104,105.5002908531398,973.25,92,0.29094827586206895,17.21551724137931,-71.89009188890982,42.27994446293016,5.043478260869565,1,1.035041191249781,-0.9834509589723931
8123289635641903,San Antonio,PR,690,15000,447,31075.54,69.52022371364653,121.64332229204281,997.75,90,0.2751677852348993,17.14317673378076,-65.51674397167704,18.757224389340966,4.966666666666667,1,1.4575317045314693,-1.208144428773373
1475826831184689,Charleston,ME,4422,20000,586,47632.81,81.28465870307167,134.04447354581205,995.9,92,0.28668941979522183,15.972696245733788,-66.44446045279633,44.70998168620503,6.369565217391305,1,2.728408531906027,-0.1989568148806423
3696717918927642,Oklahoma City,OK,73101,16000,253,39468.45,156.00177865612648,151.75515552158146,984.42,82,0.2964426877470356,16.731225296442688,-97.05208226984784,35.504619182196805,3.0853658536585367,1,0.9666105389915616,1.6000446046225283
7470859729993000,Washington,NH,3280,16000,276,42450.97,153.8078623188406,113.21409805302143,988.44,83,0.3007246376811594,16.942028985507246,-71.2795651692147,42.67993134177631,3.325301204819277,1,0.8871740955357569,1.3391468342303807
2032689281683871,Washington,NH,3280,4000,98,11741.51,119.81132653061225,95.04971616781924,829.68,60,0.22448979591836735,16.928571428571427,-72.09120980627482,43.178815121697525,1.6333333333333333,0,-1.9988292543092183,0.7678254446106219
2206106834866031,Washington,NH,3280,10000,149,14285.869999999999,95.878322147651,125.1809346527823,957.13,73,0.30201342281879195,17.08724832214765,-70.91677440975788,42.935465806785075,2.041095890410959,0,-0.9920690166138616,0.9697493308536634
3677501628719542,Los Angeles,CA,90001,10000,202,9229.35,45.689851485148516,120.28859430088669,943.16,83,0.2871287128712871,16.72772277227723,-114.99191978619746,33.86251202550481,2.433734939759036,0,-0.8058401208175551,-0.8876178448564828
9791737612737164,Washington,NH,3280,8000,134,13921.4,103.8910447761194,126.03677006303673,947.97,69,0.26119402985074625,17.32089552238806,-72.09247578602553,43.17540365861315,1.9420289855072463,0,-1.1976419776909737,1.0510453252389915
5488856737032471,Austin,PA,16720,12000,256,38811.18,151.606171875,149.53826248703353,954.07,80,0.296875,16.77734375,-76.42885957034035,41.231245666638856,3.2,0,0.6235174703419797,1.8354036051118165
3738695168506613,Trenton,NJ,8601,8000,124,12667.4,102.15645161290323,125.17896737015938,860.81,63,0.2661290322580645,16.903225806451612,-72.3792182896035,40.40680212844495,1.9682539682539681,0,-1.447238284893652,0.9191808136480462
4281752431928501,Washington,NH,3280,33000,626,87950.39,140.49583067092652,118.53554026244144,982.46,92,0.3450479233226837,16.271565495207668,-70.91746837333555,43.09419348984033,6.804347826086956,1,4.516761360039086,0.4056143136117852
4118286032166087,El Paso,IL,61738,3000,134,15807.369999999999,117.96544776119403,112.2687911067226,888.32,66,0.23134328358208955,16.328358208955223,-87.46228618076294,40.265187257128495,2.0303030303030303,0,-1.4708073217720192,0.7844320005713392
7545819552904208,Washington,NH,3280,8000,351,25725.94,73.29327635327635,118.25748096338882,919.57,88,0.24786324786324787,16.66951566951567,-69.48074257002978,42.783367473559146,3.9886363636363638,0,0.24741561309687332,-0.2728292167316492
3546693056773873,Pensacola,FL,32501,12000,410,33480.83,81.66056097560976,111.95143934348584,999.26,90,0.2658536585365854,16.55609756097561,-86.55828600906248,30.321663071047833,4.555555555555555,1,1.119995216466439,-0.8488012856754574
5717872686412990,Washington,NH,3280,16000,541,34935.29,64.57539741219964,97.15518917385,927.62,91,0.29944547134935307,16.632162661737524,-70.43763135125472,43.17887500541189,5.945054945054945,1,1.6690706190828817,-1.2257942391109768
5790900556949261,Chicago,IL,60290,10000,410,24694.94,60.23156097560975,99.12733902808888,996.33,91,0.3024390243902439,17.009756097560974,-86.42927304952603,41.75557346378518,4.5054945054945055,1,0.5765497443254293,-1.0526794125231183
8894346622126012,Oklahoma City,OK,73101,5000,11,1181.24,107.38545454545455,59.20250135993181,251.1,9,0.6363636363636364,14.727272727272727,-82.36529562240717,31.94234650749701,1.2222222222222223,2,-4.5211535285440325,0.29762344271474866
1538309249157612,Houston,PA,15342,10000,183,21340.71,116.61590163934426,123.8024036148065,973.43,77,0.30601092896174864,16.262295081967213,-78.76847637405635,39.84073046602835,2.3766233766233764,0,-0.4729699079754713,1.1107251007826053
3645572182845204,Topeka,IN,46571,10000,103,3150.72,30.589514563106793,92.67693640771095,956.73,62,0.30097087378640774,15.660194174757281,-83.87102597417686,40.84739811888301,1.6612903225806452,0,-1.939894661948694,-0.43692391129129265
2012803986778779,Washington,NH,3280,6000,79,6885.42,87.15721518987341,137.63502767619678,978.69,49,0.2911392405063291,16.40506329113924,-73.37916235646924,42.950855082472934,1.6122448979591837,0,-1.9596628893467583,1.4332437501848907
5016712448423893,Madison,NH,3849,6000,229,11599.24,50.65170305676856,114.65881767753268,990.21,80,0.2794759825327511,16.554585152838428,-69.0907567960046,43.650973202925506,2.8625,0,-0.8790084243905613,-0.11465659548107363
4008221261662791,Washington,NH,3280,14000,394,28382.01,72.03555837563451,119.49951125058054,952.28,90,0.29441624365482233,16.84517766497462,-71.34461976178058,43.20165043076009,4.377777777777778,1,0.8540477224546404,-0.2955210685547365
5537697283153819,Dallas,PA,18612,20000,298,30191.46,101.31362416107382,139.37897318442913,962.49,84,0.21140939597315436,17.016778523489933,-73.49507370509231,40.795057328626534,3.5476190476190474,1,0.9538354449068495,0.5791273875957719
1312823087473107,Washington,NH,3280,16000,571,40629.22,71.15450087565675,115.29080753158738,996.29,90,0.2819614711033275,16.924693520140107,-70.33821689479066,42.732005969623316,6.344444444444444,1,2.1500786486482157,-0.9005096167082172
6495847936021430,Washington,NH,3280,20000,424,49625.95,117.04233490566037,127.94381599003088,996.49,89,0.24056603773584906,17.077830188679247,-70.76245648957654,42.653124238057124,4.764044943820225,1,2.0462116851218717,0.43696972760147873
1702788839758517,Washington,NH,3280,5000,107,11724.82,109.57775700934579,119.1248550281912,890.7,67,0.27102803738317754,16.299065420560748,-69.97617545588835,42.615756715969226,1.5970149253731343,0,-1.6438720576612476,1.2057490905712382
7898918688943986,El Paso,IL,61738,20000,544,53042.01,97.50369485294118,137.43045999951525,983.01,91,0.25735294117647056,16.50551470588235,-87.3947869093644,40.43487694182576,5.978021978021978,1,2.7260814002597047,-0.2485058702343232
5864242444135997,Washington,NH,3280,20000,508,55449.23,109.15202755905513,131.62306309340306,994.81,90,0.2637795275590551,16.51771653543307,-70.3142591525975,43.06266473383921,5.644444444444445,1,2.587481292308144,0.24848978719082543
7062171597079225,Washington,NH,3280,9000,593,17178.09,28.968111298482295,109.02126115390952,961.19,92,0.2951096121416526,15.69477234401349,-69.39769630838468,43.024910729416526,6.445652173913044,1,1.2157811422030123,-1.6359970544669462
4270238553541882,Washington,NH,3280,8000,162,18424.52,113.7316049382716,62.3776372863947,310.69,72,0.25925925925925924,16.067901234567902,-71.60888857479942,43.11107527517597,2.25,2,-2.0199544040924833,-0.6233684723768683
7556827548313098,Washington,NH,3280,7000,182,24296.71,133.4984065934066,93.88848984926913,923.09,73,0.25824175824175827,16.48901098901099,-70.94793231664117,43.057147959520314,2.493150684931507,0,-0.7790043294165501,0.8929295524993508
8736638781823948,Phoenix,NY,13135,5000,155,9200.87,59.36045161290323,127.2140059130443,978.35,75,0.2064516129032258,17.096774193548388,-76.13948910087063,42.776753964148384,2.066666666666667,0,-1.320392949337383,0.17611606592181353
5286504827011372,Dallas,PA,18612,10000,223,18159.41,81.43233183856502,128.46318447597824,980.66,81,0.22869955156950672,16.905829596412556,-74.82908378128275,41.41116605541897,2.753086419753086,0,-0.3526521991649472,0.3625363043204312
3871110336988202,Washington,NH,3280,10000,78,9755.76,125.07384615384616,71.94859662594925,339.67,49,0.2948717948717949,16.371794871794872,-68.21009587113612,42.45507639630239,1.5918367346938775,2,-2.7731968170906205,0.1698160522723755
7578127974417334,Houston,PA,15342,8000,106,6250.0,58.9622641509434,116.25413823076225,928.6,56,0.32075471698113206,16.943396226415093,-80.21420391191506,40.23715549420372,1.8928571428571428,0,-1.9027340827719827,0.2525559394133608
8561516016778095,Houston,PA,15342,10000,409,20608.41,50.38731051344743,146.1440126935767,998.32,88,0.27383863080684595,16.6919315403423,-78.62039827596719,40.368404754393616,4.6477272727272725,1,0.7146176646183346,-0.3914741127017492
7553474181965140,Miami,WV,25134,14000,274,18283.32,66.72744525547445,160.96403855437737,990.3,85,0.27007299270072993,17.255474452554743,-79.17847134437723,37.868253746952576,3.223529411764706,0,0.27874327209765215,0.38559797612185703
4172354071638301,Portland,ME,4101,25000,492,52368.67,106.44038617886179,117.92778444560791,973.23,90,0.25,16.32520325203252,-67.5789892007342,43.40705761314394,5.466666666666667,1,2.607388274156847,0.049568915100073274
9076783251687962,Washington,NH,3280,6000,81,10992.63,135.71148148148148,124.69791169172713,829.21,46,0.2962962962962963,17.17283950617284,-69.95956581391277,43.070167415398416,1.7608695652173914,0,-2.0239579210453273,1.7359806358998022
9258505119361784,Madison,NH,3849,8000,2,176.3,88.15,2.0081832585697925,89.57,2,0.0,18.5,-71.12766962524921,43.9304679155142,1.0,2,-4.955193947708006,-2.179091238479205
8886885444601763,Washington,NH,3280,10000,68,3248.99,47.77926470588235,107.29275283027758,911.3,43,0.25,15.764705882352942,-72.1042816841488,43.1680470599417,1.5813953488372092,0,-2.3008642932999672,0.3192128710873591
9119845117528812,Houston,PA,15342,15000,403,38464.01,95.4441935483871,128.89172280636296,949.73,86,0.2853598014888337,16.4863523573201,-78.34176020839888,40.32359644439064,4.686046511627907,1,1.307833044319622,0.08150428173152426
9837774113787236,Pittsburgh,PA,15201,20000,400,50611.52,126.52879999999999,121.34497176848211,914.06,91,0.275,16.485,-78.51212684560306,40.225243693027004,4.395604395604396,1,1.8625528248378669,0.42776854855948393
7011626867998686,Cincinnati,OH,45201,7000,246,11367.0,46.207317073170735,112.66894827151474,982.01,84,0.27235772357723576,15.963414634146341,-83.30063589904164,38.96544124085309,2.9285714285714284,0,-0.6746958520508435,-0.5276176927645873
2941992413383931,El Paso,IL,61738,14000,203,34356.23,169.24251231527094,112.37855482805065,928.02,79,0.2315270935960591,17.06896551724138,-85.09611424275155,40.34419363517641,2.569620253164557,0,0.2193014601303328,1.3616559190656048
7446346770123339,Jacksonville,VT,5342,5000,151,5776.11,38.25238410596026,143.45644228921248,936.63,76,0.33112582781456956,14.841059602649006,-72.81038356250583,42.77877362971842,1.986842105263158,0,-1.4535834395638236,0.6243722746361166
4722888325136251,New York,NY,10001,10000,199,21941.57,110.25914572864322,136.11953911196736,995.79,80,0.2613065326633166,16.77386934673367,-73.40856582380496,40.90226954968073,2.4875,0,-0.2685920325470243,1.1301289069830838
7195601645654041,Greensboro,VT,5841,16000,372,29657.34,79.72403225806451,84.27372637910973,915.41,87,0.24193548387096775,17.086021505376344,-70.75936288948898,44.51594374740932,4.275862068965517,1,0.6687202817821379,-0.8107435290530199
2557172553412520,Washington,NH,3280,10000,44,2604.71,59.19795454545454,29.753800037122126,136.99,32,0.25,15.954545454545455,-67.76799033394728,43.17375191717537,1.375,2,-4.03764187548139,-1.6419146965943179
6515359867298603,Washington,NH,3280,6000,75,7457.35,99.43133333333334,101.42162663628281,846.07,44,0.4,17.69333333333333,-70.91408614410803,42.25437080778357,1.7045454545454546,0,-2.465441865040875,0.8938689676560614
4171614982554774,Denver,NY,12421,10000,294,25356.05,86.24506802721088,103.8232195377463,975.51,90,0.2925170068027211,15.697278911564625,-71.81512924438995,41.96670045583005,3.2666666666666666,0,0.129568231447807,0.10727413216955274
1464551767416747,Washington,NH,3280,8000,50,3482.42,69.6484,131.130996917166,957.3,33,0.32,16.88,-69.72929453444657,43.20697797490327,1.5151515151515151,0,-2.4691025714471713,1.2250426912147006
2239759218122779,Washington,NH,3280,20000,667,57742.62,86.57064467766118,119.77927859657242,998.27,92,0.2863568215892054,16.320839580209896,-70.03147830078451,42.7432381461229,7.25,1,3.2944258849629846,-0.7400243450619293
6667627884219652,Shreveport,LA,71101,10000,203,18165.63,89.48586206896552,69.6002823598794,840.62,83,0.2561576354679803,16.97536945812808,-92.73118297026043,32.27489724615052,2.4457831325301207,0,-0.8514698764130865,-1.0675923821931481
3541586324828319,Fresno,OH,43824,28000,488,71052.67,145.59973360655738,134.48933700368477,998.86,90,0.3237704918032787,16.561475409836067,-79.57285735853222,40.20427667176535,5.4222222222222225,1,3.3571934109572967,0.9001508186302948
3736320383919103,Washington,NH,3280,6000,126,7905.5599999999995,62.74253968253968,36.8846682931867,152.82,69,0.24603174603174602,15.833333333333334,-71.43408471828711,42.76505778878825,1.826086956521739,2,-3.0853768488652986,-1.9456728993779113
7452262324088889,Las Vegas,NM,87701,10000,121,6500.110000000001,53.719917355371905,156.60865405257712,968.63,70,0.2727272727272727,16.785123966942148,-99.28356358597922,35.54342799022149,1.7285714285714286,0,-1.222497984770231,0.3900095590850497
9802875887295518,Madison,NH,3849,10000,136,7440.57,54.710073529411765,77.37494612691307,919.77,65,0.23529411764705882,16.96323529411765,-69.64360347440203,43.753446838350634,2.0923076923076924,0,-1.6898569951694662,-0.5346883467507549
2170125942816920,Washington,NH,3280,18000,541,41793.83,77.25292051756007,128.34600125200905,978.02,91,0.28650646950092423,16.920517560073936,-70.81364531695961,43.11742271434189,5.945054945054945,1,2.1870839169329415,-0.48522551855374
8152578549627680,Atlanta,NY,14808,14000,620,19032.35,30.697338709677418,85.10896791313414,987.67,92,0.3258064516129032,16.575806451612902,-75.24223664038063,42.2720686991631,6.739130434782608,1,1.5251646953315376,-2.197201777653177
4672118413151569,Sacramento,PA,17968,14000,312,34575.95,110.82035256410255,154.72937572865766,995.86,90,0.2948717948717949,15.823717948717949,-74.41045817273994,40.33027960307225,3.466666666666667,1,1.00004782509143,1.2530828165062637
7961700524971531,Washington,NH,3280,5000,85,2462.48,28.970352941176472,13.67460702378324,68.96,53,0.29411764705882354,17.070588235294117,-68.51134688184365,42.970808074715436,1.6037735849056605,2,-4.1185934255422705,-2.82566021738229
1388343943378591,Miami,WV,25134,20000,598,42181.27,70.53724080267558,132.93464441222199,998.18,91,0.27424749163879597,16.337792642140467,-79.32923713310224,37.9045548746742,6.571428571428571,1,2.6822585592030004,-0.8674426243857751
9986135779184360,Houston,PA,15342,14000,519,34517.33,66.50737957610791,115.52903255126864,981.5,92,0.25626204238921,16.859344894026975,-79.63445319259999,40.25234966004002,5.641304347826087,1,1.6682657733050783,-1.0497334151850168
2850146878241916,Washington,NH,3280,4000,133,7722.71,58.06548872180451,187.24316806513914,984.56,72,0.2556390977443609,16.127819548872182,-71.3839979479085,43.14704552479477,1.8472222222222223,0,-1.2549622685607953,1.5341367372322021
4026696367506082,Washington,NH,3280,8000,120,21413.44,178.4453333333333,146.27714508657147,953.7,67,0.275,17.3,-71.45731871430525,42.6752127331876,1.791044776119403,0,-0.7853646030333419,2.6640581827760856
7930309756035775,El Paso,IL,61738,10000,317,19436.93,61.315236593059936,105.97814669208357,955.6,87,0.2902208201892745,17.123028391167193,-87.13148412965069,40.275266389143106,3.6436781609195403,0,-0.034659865873443725,-0.774742580351055
4664185471467111,Saint Paul,VA,24283,16000,422,44812.14,106.18990521327014,124.18420342202722,997.09,86,0.33649289099526064,16.277251184834125,-80.3530930534073,36.797718829187644,4.906976744186046,1,1.6655862372964354,0.16705780099548118
8413908390816172,New York,NY,10001,24000,540,68097.81,126.10705555555555,126.16364051858316,977.05,91,0.3055555555555556,16.33703703703704,-71.32991489036013,40.69991160509441,5.934065934065934,1,3.224524069463611,0.34673441937866917
4307439154071927,New York,NY,10001,6000,89,7748.7,87.06404494382022,153.05814323558621,922.71,53,0.23595505617977527,16.617977528089888,-73.99997920683663,40.75204223822507,1.679245283018868,0,-1.7824665476487236,1.3629694656685596
4227572855159541,Miami,WV,25134,8000,139,18774.84,135.07079136690646,90.88605145658603,859.8,67,0.3237410071942446,16.985611510791365,-80.76054481137793,37.73387133474503,2.074626865671642,0,-1.2700072773183717,0.7178002905219486
4666866933569419,Washington,NH,3280,8000,30,3909.46,130.31533333333334,68.27272781776162,262.94,23,0.16666666666666666,15.133333333333333,-72.09888914674103,43.16580442207673,1.3043478260869565,2,-3.6261192330868846,0.30120652328454467
7280963829231048,Washington,NH,3280,8000,455,25431.54,55.89349450549451,110.5623813984341,957.72,88,0.3054945054945055,16.892307692307693,-70.19684332904028,42.72805413800437,5.170454545454546,1,0.6782704005824008,-0.9058796431945368
6872461016514653,Birmingham,NJ,8011,10000,55,4089.16,74.34836363636363,155.85667127398187,907.48,43,0.2909090909090909,14.818181818181818,-71.46918310501594,39.09669560549262,1.2790697674418605,0,-2.019467800558288,1.6905010076514655
9577424157559810,Huntington,MA,1050,18000,588,53919.53,91.69988095238095,136.61120521492887,978.79,92,0.28401360544217685,17.025510204081634,-71.39365708457149,42.03908553114558,6.391304347826087,1,2.7751983410382577,-0.3001363768741976
9697976691448340,El Paso,IL,61738,12000,255,14156.869999999999,55.517137254901954,148.311049585572,980.94,83,0.29411764705882354,17.08627450980392,-85.64661438666445,40.857222062914076,3.072289156626506,0,-0.17180603004356237,0.1291760449266655
9678367852258782,New York,NY,10001,12000,175,14486.39,82.77937142857142,70.88772299518237,835.95,73,0.25142857142857145,17.622857142857143,-73.34622770235278,40.54609684477396,2.3972602739726026,0,-1.190792738537662,-0.6582715286618627
5275410446848007,Houston,PA,15342,18000,479,28355.920000000002,59.19816283924844,77.37094458293396,891.97,91,0.2797494780793319,16.862212943632567,-80.04281307339902,40.16954038692495,5.263736263736264,1,1.1878382696813254,-1.7641021132163222
5533884728934194,Jackson,NH,3846,21000,446,51716.15,115.9554932735426,113.57075332531583,975.81,92,0.31390134529147984,16.44170403587444,-69.69627507858964,44.219186975094615,4.8478260869565215,1,2.124816268242504,0.3674968024087866
4386321242706043,New York,NY,10001,20000,476,56929.77,119.60035714285713,132.6641978819518,990.68,89,0.2668067226890756,16.59873949579832,-72.86895067129726,40.66071711440563,5.348314606741573,1,2.5015832019540998,0.4180236651043878
5098511582643613,Washington,NH,3280,14000,413,33871.33,82.01290556900727,112.73540261902244,993.45,90,0.26634382566585957,16.927360774818403,-70.8363389236748,42.797185069143126,4.588888888888889,1,1.1386580684460474,-0.31644230863896905
5494958749848869,Charlotte,VT,5445,9000,55,4756.7300000000005,86.486,128.14523735893496,987.26,44,0.2909090909090909,17.345454545454544,-71.66664156754473,43.456934593896015,1.25,0,-2.159219312822438,1.3139286966936239
4186963117247464,New York,NY,10001,30000,570,53728.72,94.26091228070176,128.01693001589786,998.58,90,0.2754385964912281,17.11754385964912,-71.54295540344374,40.61675297529021,6.333333333333333,1,3.3091774188805756,-0.3709014658698302
2065958041391621,New York,NY,10001,10000,266,17856.14,67.12834586466165,98.44572709322577,981.34,86,0.2631578947368421,16.63533834586466,-73.29104929108458,40.719339672187715,3.0930232558139537,0,-0.29692243406739677,-0.42865003128515833
7186723485093836,Washington,NH,3280,10000,209,8828.66,42.24239234449761,91.78130666897567,956.63,84,0.31100478468899523,16.239234449760765,-67.71351376236615,42.42634089465944,2.488095238095238,0,-0.9876859052554428,-0.5370121287747593
1562104682001408,Washington,NH,3280,24000,479,50770.82,105.9933611691023,113.91543131375386,978.92,91,0.25260960334029225,17.432150313152402,-70.45321973840188,42.94603819979082,5.263736263736264,1,2.4085542423378343,-0.17030792708555473
2218504565462778,Washington,NH,3280,18000,416,44008.63,105.78997596153846,111.98739636377294,956.22,90,0.33413461538461536,16.451923076923077,-69.99823268507015,42.98806953974881,4.622222222222222,1,1.5708233373885805,0.2163446968809206
8675614747234783,Dallas,PA,18612,10000,212,27333.21,128.9302358490566,128.50529408918865,993.85,81,0.3113207547169811,16.443396226415093,-75.5912122418112,41.121672754182626,2.617283950617284,0,-0.0758307611209207,1.373397604619623
7142411144219620,Washington,NH,3280,9000,356,14080.34,39.55151685393258,92.4779020240138,950.49,87,0.2808988764044944,16.634831460674157,-70.58967255367243,43.11191155046222,4.091954022988506,0,-0.1531344821364005,-1.1731378352472686
2300367582228844,Lexington,MA,2173,10000,317,14881.95,46.94621451104101,83.03611479154931,929.53,88,0.305993690851735,16.602523659305994,-71.06124549024167,42.41587860567745,3.602272727272727,0,-0.33880013552852156,-1.090179783015428
9245298182395396,Sacramento,PA,17968,28000,571,60485.02,105.92823117338003,113.67928476380214,997.77,90,0.27495621716287216,16.413309982486865,-74.12831059143474,40.248549780795976,6.344444444444444,1,3.346325599044878,-0.36950840248781774
3340974252743524,Houston,PA,15342,6000,52,9110.07,175.19365384615384,173.36696532724966,958.02,38,0.2692307692307692,17.096153846153847,-80.21367964747954,40.249805145155264,1.368421052631579,0,-1.7656848180298959,3.2620820632857006
9727202337611852,Las Vegas,NM,87701,20000,580,58599.81,101.03415517241379,90.66321877225151,980.44,92,0.2793103448275862,16.229310344827585,-102.72094033884117,35.44896294419465,6.304347826086956,1,2.830374205805835,-1.3328370671572278
6636937316963132,Dallas,PA,18612,16000,408,35749.18,87.62053921568628,118.89934899879611,956.8,89,0.23284313725490197,17.438725490196077,-75.19568706216391,41.09833444383531,4.584269662921348,1,1.2703925829595275,-0.3770645289557302
1548924125935895,Washington,NH,3280,5000,59,5316.26,90.10610169491525,42.524051815614484,196.45,46,0.288135593220339,16.864406779661017,-69.60450844665597,42.90976929478247,1.2826086956521738,2,-3.781082730019604,-1.0641475034707606
7506181666311196,Washington,NH,3280,9000,279,12124.89,43.45838709677419,93.65573357164216,956.8,85,0.22939068100358423,16.444444444444443,-69.36733847392047,42.85874283792499,3.2823529411764705,0,-0.5360743325793547,-0.8912997969312197
2324277636337514,Los Angeles,CA,90001,6000,112,13249.039999999999,118.29499999999999,93.41953802435914,821.54,62,0.3125,17.482142857142858,-116.29111866160649,33.883811057133265,1.8064516129032258,0,-1.7700038785374257,-0.045303048773952595
5975270769354417,Washington,NH,3280,5000,222,16539.4,74.5018018018018,122.79962094211099,981.23,86,0.27927927927927926,16.265765765765767,-70.91482508306721,43.15725151773738,2.5813953488372094,0,-0.678421316161663,0.40803325996581696
5446645498913605,Los Angeles,CA,90001,15000,604,36029.63,59.65170529801324,123.97180572813755,982.95,92,0.2814569536423841,16.71523178807947,-115.93201777364423,33.96014819024409,6.565217391304348,1,2.2473799350291626,-1.8095194543840636
7642492194434148,Rochester,MA,2770,15000,337,33458.27,99.2827002967359,80.46672851770137,987.6,88,0.24925816023738873,16.724035608308604,-68.00029945675512,41.50108567392513,3.8295454545454546,1,0.6962220088183554,-0.3599031507649274
7968925716431446,Washington,NH,3280,12000,201,28825.25,143.4092039800995,131.06072395024827,991.21,84,0.23383084577114427,16.26865671641791,-71.14018256052803,42.64377073422153,2.392857142857143,0,0.13903919341898258,1.6654773121048558
2964226721442922,Washington,NH,3280,12000,272,25562.72,93.98058823529412,155.02060163416348,989.72,86,0.3014705882352941,16.066176470588236,-71.78201458223221,43.17546304291553,3.1627906976744184,0,0.36929125757897774,1.1959396270536464
1818161941088271,Jackson,NH,3846,6000,117,6576.94,56.21316239316239,118.26339515622985,969.27,62,0.3418803418803419,15.401709401709402,-72.08227065363998,43.625582975791836,1.8870967741935485,0,-1.7973895109080569,0.6751883371099986
9818730572429186,Las Vegas,NM,87701,6000,409,12384.39,30.279682151589242,139.28931069774745,985.85,92,0.2787286063569682,16.68948655256724,-104.82228674602213,35.637942490669126,4.445652173913044,0,0.2790006333349851,-1.2896472427035643
3238229810297729,Arlington,MA,2174,18000,428,31680.31,74.01941588785047,129.83527060149675,994.17,91,0.29439252336448596,16.57943925233645,-69.15994422227112,42.25696427122524,4.7032967032967035,1,1.4398688275443123,-0.09861933278025627
5175507030601876,Washington,NH,3280,20000,490,55568.71,113.4055306122449,121.4720629642953,959.26,90,0.2571428571428571,17.118367346938776,-71.28910894997776,43.05189443984686,5.444444444444445,1,2.3969609515966313,0.0536193512261074
